team,season,poll,week,rank,date
Bethel (MN),2025,COACHES,13,3,2025-11-24T19:53:36.439Z
Wisconsin-River Falls,2025,COACHES,13,4,2025-11-24T19:53:36.439Z
Wartburg,2025,COACHES,13,5,2025-11-24T19:53:36.439Z
Saint John's (MN),2025,COACHES,13,6,2025-11-24T19:53:36.439Z
Christopher Newport,2025,COACHES,13,7,2025-11-24T19:53:36.439Z
John Carroll University,2025,COACHES,13,8,2025-11-24T19:53:36.439Z
Salisbury,2025,COACHES,13,9,2025-11-24T19:53:36.439Z
Depauw,2025,COACHES,13,10,2025-11-24T19:53:36.439Z
Johns Hopkins University,2025,COACHES,13,11,2025-11-24T19:53:36.439Z
Hardin-Simmons,2025,COACHES,13,12,2025-11-24T19:53:36.439Z
Wisconsin-Platteville,2025,COACHES,13,13,2025-11-24T19:53:36.439Z
Wisconsin-Whitewater,2025,COACHES,13,14,2025-11-24T19:53:36.439Z
Hope College,2025,COACHES,13,15,2025-11-24T19:53:36.439Z
Wisconsin-Lacrosse,2025,COACHES,13,16,2025-11-24T19:53:36.439Z
Randolph-Macon,2025,COACHES,13,17,2025-11-24T19:53:36.439Z
Franklin & Marshall,2025,COACHES,13,18,2025-11-24T19:53:36.439Z
Berry College,2025,COACHES,13,19,2025-11-24T19:53:36.439Z
Wheaton,2025,COACHES,13,20,2025-11-24T19:53:36.439Z
Trinity University TX,2025,COACHES,13,21,2025-11-24T19:53:36.439Z
Cortland,2025,COACHES,13,22,2025-11-24T19:53:36.439Z
Monmouth (IL),2025,COACHES,13,23,2025-11-24T19:53:36.439Z
Endicott College,2025,COACHES,13,24,2025-11-24T19:53:36.439Z
Alma,2025,COACHES,13,25,2025-11-24T19:53:36.439Z
Ohio State,2025,CFP,11,1,2025-11-24T19:53:36.438Z
Indiana,2025,CFP,11,2,2025-11-24T19:53:36.438Z
Texas A&M,2025,CFP,11,3,2025-11-24T19:53:36.438Z
Alabama,2025,CFP,11,4,2025-11-24T19:53:36.438Z
Georgia,2025,CFP,11,5,2025-11-24T19:53:36.438Z
Ole Miss,2025,CFP,11,6,2025-11-24T19:53:36.438Z
BYU,2025,CFP,11,7,2025-11-24T19:53:36.438Z
Texas Tech,2025,CFP,11,8,2025-11-24T19:53:36.438Z
Oregon,2025,CFP,11,9,2025-11-24T19:53:36.438Z
Notre Dame,2025,CFP,11,10,2025-11-24T19:53:36.438Z
Texas,2025,CFP,11,11,2025-11-24T19:53:36.438Z
Oklahoma,2025,CFP,11,12,2025-11-24T19:53:36.438Z
Utah,2025,CFP,11,13,2025-11-24T19:53:36.438Z
Virginia,2025,CFP,11,14,2025-11-24T19:53:36.438Z
Louisville,2025,CFP,11,15,2025-11-24T19:53:36.438Z
Vanderbilt,2025,CFP,11,16,2025-11-24T19:53:36.438Z
Georgia Tech,2025,CFP,11,17,2025-11-24T19:53:36.438Z
Miami,2025,CFP,11,18,2025-11-24T19:53:36.438Z
USC,2025,CFP,11,19,2025-11-24T19:53:36.438Z
Iowa,2025,CFP,11,20,2025-11-24T19:53:36.438Z
Michigan,2025,CFP,11,21,2025-11-24T19:53:36.438Z
Missouri,2025,CFP,11,22,2025-11-24T19:53:36.438Z
Washington,2025,CFP,11,23,2025-11-24T19:53:36.438Z
Pittsburgh,2025,CFP,11,24,2025-11-24T19:53:36.438Z
Tennessee,2025,CFP,11,25,2025-11-24T19:53:36.438Z
Ohio State,2025,CFP,12,1,2025-11-24T19:53:36.439Z
Indiana,2025,CFP,12,2,2025-11-24T19:53:36.439Z
Texas A&M,2025,CFP,12,3,2025-11-24T19:53:36.439Z
Alabama,2025,CFP,12,4,2025-11-24T19:53:36.439Z
Georgia,2025,CFP,12,5,2025-11-24T19:53:36.439Z
Texas Tech,2025,CFP,12,6,2025-11-24T19:53:36.439Z
Ole Miss,2025,CFP,12,7,2025-11-24T19:53:36.439Z
Oregon,2025,CFP,12,8,2025-11-24T19:53:36.439Z
Notre Dame,2025,CFP,12,9,2025-11-24T19:53:36.439Z
Texas,2025,CFP,12,10,2025-11-24T19:53:36.439Z
Oklahoma,2025,CFP,12,11,2025-11-24T19:53:36.439Z
BYU,2025,CFP,12,12,2025-11-24T19:53:36.439Z
Utah,2025,CFP,12,13,2025-11-24T19:53:36.439Z
Vanderbilt,2025,CFP,12,14,2025-11-24T19:53:36.439Z
Miami,2025,CFP,12,15,2025-11-24T19:53:36.439Z
Georgia Tech,2025,CFP,12,16,2025-11-24T19:53:36.439Z
USC,2025,CFP,12,17,2025-11-24T19:53:36.439Z
Michigan,2025,CFP,12,18,2025-11-24T19:53:36.439Z
Virginia,2025,CFP,12,19,2025-11-24T19:53:36.439Z
Louisville,2025,CFP,12,20,2025-11-24T19:53:36.439Z
Iowa,2025,CFP,12,21,2025-11-24T19:53:36.439Z
Pittsburgh,2025,CFP,12,22,2025-11-24T19:53:36.439Z
Tennessee,2025,CFP,12,23,2025-11-24T19:53:36.439Z
South Florida,2025,CFP,12,24,2025-11-24T19:53:36.439Z
Cincinnati,2025,CFP,12,25,2025-11-24T19:53:36.439Z
Ohio State,2025,CFP,13,1,2025-11-24T19:53:36.439Z
Indiana,2025,CFP,13,2,2025-11-24T19:53:36.439Z
Texas A&M,2025,CFP,13,3,2025-11-24T19:53:36.439Z
Georgia,2025,CFP,13,4,2025-11-24T19:53:36.439Z
Texas Tech,2025,CFP,13,5,2025-11-24T19:53:36.439Z
Ole Miss,2025,CFP,13,6,2025-11-24T19:53:36.439Z
Oregon,2025,CFP,13,7,2025-11-24T19:53:36.439Z
Oklahoma,2025,CFP,13,8,2025-11-24T19:53:36.439Z
Notre Dame,2025,CFP,13,9,2025-11-24T19:53:36.439Z
Alabama,2025,CFP,13,10,2025-11-24T19:53:36.439Z
BYU,2025,CFP,13,11,2025-11-24T19:53:36.439Z
Utah,2025,CFP,13,12,2025-11-24T19:53:36.439Z
Miami,2025,CFP,13,13,2025-11-24T19:53:36.439Z
Vanderbilt,2025,CFP,13,14,2025-11-24T19:53:36.439Z
USC,2025,CFP,13,15,2025-11-24T19:53:36.439Z
Georgia Tech,2025,CFP,13,16,2025-11-24T19:53:36.439Z
Texas,2025,CFP,13,17,2025-11-24T19:53:36.439Z
Michigan,2025,CFP,13,18,2025-11-24T19:53:36.439Z
Virginia,2025,CFP,13,19,2025-11-24T19:53:36.439Z
Tennessee,2025,CFP,13,20,2025-11-24T19:53:36.439Z
Illinois,2025,CFP,13,21,2025-11-24T19:53:36.439Z
Missouri,2025,CFP,13,22,2025-11-24T19:53:36.439Z
Houston,2025,CFP,13,23,2025-11-24T19:53:36.439Z
Tulane,2025,CFP,13,24,2025-11-24T19:53:36.439Z
Arizona State,2025,CFP,13,25,2025-11-24T19:53:36.439Z
Ohio State,2025,COACHES,14,1,2025-11-24T19:53:36.439Z
Indiana,2025,COACHES,14,2,2025-11-24T19:53:36.439Z
Texas A&M,2025,COACHES,14,3,2025-11-24T19:53:36.439Z
Georgia,2025,COACHES,14,4,2025-11-24T19:53:36.439Z
Oregon,2025,COACHES,14,5,2025-11-24T19:53:36.439Z
Ole Miss,2025,COACHES,14,6,2025-11-24T19:53:36.439Z
Texas Tech,2025,COACHES,14,7,2025-11-24T19:53:36.439Z
Oklahoma,2025,COACHES,14,8,2025-11-24T19:53:36.439Z
Notre Dame,2025,COACHES,14,9,2025-11-24T19:53:36.439Z
Alabama,2025,COACHES,14,10,2025-11-24T19:53:36.439Z
BYU,2025,COACHES,14,11,2025-11-24T19:53:36.439Z
Vanderbilt,2025,COACHES,14,12,2025-11-24T19:53:36.439Z
Miami,2025,COACHES,14,13,2025-11-24T19:53:36.439Z
Utah,2025,COACHES,14,14,2025-11-24T19:53:36.439Z
Michigan,2025,COACHES,14,15,2025-11-24T19:53:36.439Z
Texas,2025,COACHES,14,16,2025-11-24T19:53:36.439Z
Virginia,2025,COACHES,14,17,2025-11-24T19:53:36.439Z
Tennessee,2025,COACHES,14,18,2025-11-24T19:53:36.439Z
Georgia Tech,2025,COACHES,14,19,2025-11-24T19:53:36.439Z
USC,2025,COACHES,14,20,2025-11-24T19:53:36.439Z
James Madison,2025,COACHES,14,21,2025-11-24T19:53:36.439Z
North Texas,2025,COACHES,14,22,2025-11-24T19:53:36.439Z
Tulane,2025,COACHES,14,23,2025-11-24T19:53:36.439Z
Pittsburgh,2025,COACHES,14,24,2025-11-24T19:53:36.439Z
SMU,2025,COACHES,14,25,2025-11-24T19:53:36.439Z
North Dakota State,2025,COACHES,14,1,2025-11-24T19:53:36.439Z
Montana State,2025,COACHES,14,2,2025-11-24T19:53:36.439Z
Lehigh,2025,COACHES,14,3,2025-11-24T19:53:36.439Z
Montana,2025,COACHES,14,4,2025-11-24T19:53:36.439Z
Tarleton State,2025,COACHES,14,5,2025-11-24T19:53:36.439Z
Villanova,2025,COACHES,14,6,2025-11-24T19:53:36.439Z
Tennessee Tech,2025,COACHES,14,7,2025-11-24T19:53:36.439Z
Mercer,2025,COACHES,14,8,2025-11-24T19:53:36.439Z
Rhode Island,2025,COACHES,14,9,2025-11-24T19:53:36.439Z
Stephen F. Austin,2025,COACHES,14,10,2025-11-24T19:53:36.439Z
UC Davis,2025,COACHES,14,11,2025-11-24T19:53:36.439Z
Jackson State,2025,COACHES,14,12,2025-11-24T19:53:36.439Z
Youngstown State,2025,COACHES,14,13,2025-11-24T19:53:36.439Z
Abilene Christian,2025,COACHES,14,14,2025-11-24T19:53:36.439Z
SE Louisiana,2025,COACHES,14,15,2025-11-24T19:53:36.439Z
Monmouth,2025,COACHES,14,16,2025-11-24T19:53:36.439Z
Illinois State,2025,COACHES,14,17,2025-11-24T19:53:36.439Z
South Dakota State,2025,COACHES,14,18,2025-11-24T19:53:36.439Z
Harvard,2025,COACHES,14,19,2025-11-24T19:53:36.439Z
South Dakota,2025,COACHES,14,20,2025-11-24T19:53:36.439Z
Yale,2025,COACHES,14,21,2025-11-24T19:53:36.439Z
West Georgia,2025,COACHES,14,22,2025-11-24T19:53:36.439Z
North Dakota,2025,COACHES,14,23,2025-11-24T19:53:36.439Z
Lamar,2025,COACHES,14,24,2025-11-24T19:53:36.439Z
Southern Illinois,2025,COACHES,14,25,2025-11-24T19:53:36.439Z
Ohio State,2025,AP,14,1,2025-11-24T19:53:36.439Z
Indiana,2025,AP,14,2,2025-11-24T19:53:36.439Z
Texas A&M,2025,AP,14,3,2025-11-24T19:53:36.439Z
Georgia,2025,AP,14,4,2025-11-24T19:53:36.439Z
Oregon,2025,AP,14,5,2025-11-24T19:53:36.439Z
Ole Miss,2025,AP,14,6,2025-11-24T19:53:36.439Z
Texas Tech,2025,AP,14,7,2025-11-24T19:53:36.439Z
Oklahoma,2025,AP,14,8,2025-11-24T19:53:36.439Z
Notre Dame,2025,AP,14,9,2025-11-24T19:53:36.439Z
Alabama,2025,AP,14,10,2025-11-24T19:53:36.439Z
BYU,2025,AP,14,11,2025-11-24T19:53:36.439Z
Vanderbilt,2025,AP,14,12,2025-11-24T19:53:36.439Z
Miami,2025,AP,14,13,2025-11-24T19:53:36.439Z
Utah,2025,AP,14,14,2025-11-24T19:53:36.439Z
Michigan,2025,AP,14,15,2025-11-24T19:53:36.439Z
Texas,2025,AP,14,16,2025-11-24T19:53:36.439Z
Virginia,2025,AP,14,17,2025-11-24T19:53:36.439Z
Tennessee,2025,AP,14,18,2025-11-24T19:53:36.439Z
USC,2025,AP,14,19,2025-11-24T19:53:36.439Z
James Madison,2025,AP,14,20,2025-11-24T19:53:36.439Z
North Texas,2025,AP,14,21,2025-11-24T19:53:36.439Z
Tulane,2025,AP,14,22,2025-11-24T19:53:36.439Z
Georgia Tech,2025,AP,14,23,2025-11-24T19:53:36.439Z
Pittsburgh,2025,AP,14,24,2025-11-24T19:53:36.439Z
SMU,2025,AP,14,25,2025-11-24T19:53:36.439Z
